group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
LineOutAccessory, NoExplicitSetiPodPreferencesAudio, This rule throws a warning if the accessory does not set its line out preferences within 2 seconds after receiving an ACK to an IdentifyDeviceLingoes. Notes: Timer changed to start from ACK to IDL instead of from authentication completed. No IDPS related changes required., N/A, 1.3, NO, NO, YES, Warning, accessory's claims indicate support for line out but it failed to configure line out via SetiPodPreferences within two seconds of receiving ACK for IdentifyDeviceLingoes
PoweriAP2, DevicePoweredAccessoryFeatureNotSelectedCAiAP2, Throw an error if device powered accessory doesn't have the Device Powered feature selected., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, device powered accessory does not have the Device Powered feature selected
PoweriAP2, DevicePoweredAccessoryPowerMessagesNotSeenCAiAP2, Throw an error if the accessory fails to send required messages and is device powered, CurrentAISpecFileReference, 3.1, NO, NO, NO, Error, did not see %1$@ while testing the %2$@ feature with a device powered accessory
PoweriAP2, DevicePoweredAccessoryUpdateMessagesNotDeclarediAP2, Throw an error if device powered accessory doesn't send or receive StartPowerUpdates_ PowerUpdate and StopPowerUpdates messages, CurrentAISpecFileReference, 3.2, NO, NO, NO, Error, device powered accessory did not declare to send/receive required %1$@ message%2$@ %3$@
PoweriAP2, NonDevicePoweredAccessorySentAccessoryPowerModeiAP2, Fire an error if a non device-powered accessory sends a StartPowerUpdates with an AccessoryPowerMode, CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, non device-powered accessory sent a StartPowerUpdates message with an AccessoryPowerMode parameter
PoweriAP2, PowerSourceAccessoryInitialPowerSourceUpdateNotSeeniAP2, Fire if an initial PowerSourceUpdate isn't seen after identification with required parameters within 1 second after identification accepted, CurrentAISpecFileReference, 3.2, NO, NO, NO, Error, power source accessory did not send a %1$@ with parameter%2$@ %3$@ within 1 second after identification completed
PoweriAP2, PowerSourceAccessoryInitialStartPowerUpdatesNotSeeniAP2, Fire if they don't request power updates soon after identification, CurrentAISpecFileReference, 3.2, NO, NO, NO, Warning, power source accessories should send StartPowerUpdates after identification
PoweriAP2, PowerSourceAccessoryRequiredMessagesNotDeclarediAP2, Fire if StartPowerUpdates_ PowerUpdate_ PowerSourceUpdate and StopPowerUpdates aren't declared as sent or received, CurrentAISpecFileReference, 3.2, NO, NO, NO, Error, power source accessory did not declare to send/receive required power source message%1$@ %2$@
PoweriAP2, PowerSourceUpdateInsufficientPowerSourceUsageSeenForClaimsCAiAP2, Fire if a valid AvailableCurrentForDevice isn't seen with DeviceBatteryShouldChargeIfPowerIsPresent set to YES for a power source accessory during CA tests, CurrentAISpecFileReference, 3.4, NO, NO, NO, Error, did not see PowerSourceUpdate message with parameter AvailableCurrentForDevice indicating enough current to support claims and parameter DeviceBatteryShouldChargeIfPowerIsPresent set to YES to demonstrate charging while testing the Power Source feature
PoweriAP2, SerialNoTimelyExitFromIntermittentHighPowerModeiAP2, Fire an error if the accessory does not stop drawing high power within 1 second of receiving a PowerUpdate message NOTE: this rule is serial only because we cannot write a USB rule to take power notifications over USB and correlate them with current readings from the ATS Lightning Box, CurrentAISpecFileReference, 3.0, NO, NO, NO, Error, accessory did not stop drawing high power within 1 second after being notified to switch from Intermittent High Power mode to Low Power mode
LinkLayer, AccessorySentInvalidLinkPacketCAiAP2, Fire an error if a packet is delivered with an invalid payload., N/A, 5.0, NO, NO, NO, Error, accessory sent an invalid link packet
LinkLayer, LinkDetectSequenceSentTooEarlyiAP2, Fire an error if the accessory sends another Detect Sequence within 900 miliseconds of sending the previous one., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not wait 1 second before resending the Apple device detection sequence
LinkLayer, LinkDetectSequenceSentTooLateiAP2, Fire an error if the accessory sends another Detect Sequence after 1100 milisecond of sending the previous one., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory waited longer than 1 second before resending the Apple device detection sequence
LinkLayer, LinkPacketACKAfterCumulativeAcknowledgmentTimeoutiAP2, Fire an error if the accessory did not send an ACK when the timeout negotiated with Apple device expires., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not send an ACK when the Cumulative Acknowledgement Timeout that was negotiated during link synchronization expired
LinkLayer, LinkPacketACKNumberInvalidiAP2, Fire an error if the accessory acks an invalid packet sequence number., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory sent a packet with invalid Packet Acknowledgement Number of %1$llu
LinkLayer, LinkPacketEAKNumberInvalidiAP2, Fire an error if the accessory sends an EAK packet with invalid packet sequence numbers., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory sent an EAK packet with invalid Packet Sequence Number of %1$@
LinkLayer, LinkPacketEAKSentWithoutPacketsOutOfOrderiAP2, Fire an error if the accessory sends an EAK packet when there is no packet out of order received., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory sent an EAK packet without previously receiving any packets out of order
LinkLayer, LinkPacketLinkSynchronizationCumulativeACKTimeoutNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when the cumulative ACK timeout does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating the Cumulative Acknowledgement Timeout parameter
LinkLayer, LinkPacketLinkSynchronizationLinkVersionNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when the link version does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating the Link Version parameter
LinkLayer, LinkPacketLinkSynchronizationMaxCumulativeACKNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when the max number of cumulative ACK does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating the Maximum Cumulative Acknowledgements parameter
LinkLayer, LinkPacketLinkSynchronizationMaxNumOfRetransmissionsNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when max number of retransmissions does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating the Maximum Number of Retransmissions parameter
LinkLayer, LinkPacketLinkSynchronizationNegotiationNotConcludediAP2, Fire an error if the accessory does not ACK a SYN+ACK packet which parameters matched., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not complete link synchronization
LinkLayer, LinkPacketLinkSynchronizationNumberOfRetriesExceedediAP2, Fire an error if the accessory exchanges more than 10 SYN+ACK packets to establish the link., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not complete link synchronization within the maximum number of retries
LinkLayer, LinkPacketLinkSynchronizationReactivationBefore80MsiAP2, Fire an error if the accessory try to re-initialize link before 80 ms of accessory powered by device., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not wait at least 80 ms after Accessory Power resumed before re-initializing the link
LinkLayer, LinkPacketLinkSynchronizationRetransmissionTimeoutNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when the retransmission timeout does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating the Retransmission Timeout parameter
LinkLayer, LinkPacketLinkSynchronizationSessionNotNegotiatediAP2, Fire an error if the accessory does not continue to negotiate link sync when the session does not match., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory completed link synchronization without negotiating iAP2 session types
LinkLayer, LinkPacketLinkSynchronizationStartSYNPacketInConjunctionWithOtherControlBitiAP2, Fire an error if the accessory attempts to start the link sending a SYN packet in conjunction with any other control bit., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory sent a SYN packet with one or more other control bits also set
LinkLayer, LinkPacketMaxNumberOfRetransmissionsExceedediAP2, Fire an error if the accessory sends more retransmission packets than the maximum., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory exceeded the Maximum Number of Retransmissions that was negotiated during link synchronization
LinkLayer, LinkPacketMaxPacketLengthExceedediAP2, Fire an error if the accessory sends packet with packet length greater than the negotiated one., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory exceeded the Maximum Received Packet Length that was negotiated during link synchronization
LinkLayer, LinkPacketNoSYNWithinTimeoutAfterRSTiAP2, Fire an error if the accessory does not send a SYN packet before the timeout_ after the Apple device has sent a RST packet., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not send a SYN packet within 1 second of receiving a RST packet from the Apple device
LinkLayer, LinkPacketNumberOfOutstandingPacketsExceedediAP2, Fire an error if the accessory sent more packets than the device's proposed max number of outstanding packets., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory exceeded the Maximum Number of Outstanding Packets (%1$hhu) that was specified during link synchronization
LinkLayer, LinkPacketRetransmittedBeforeRetransmissionTimeoutiAP2, Fire an error if the accessory retransmits a packet before the restransmission timeout negotiated with the Apple device., CurrentAISpecFileReference, 5.4, NO, NO, NO, Error, accessory retransmitted a packet before the Retransmission Timeout expired
LinkLayer, LinkPacketSentToUnsupportedDeviceiAP2, Fire an error if the accessory sends a packet after the apple device has responded the iAP2 Detect sequence with an unsupported packet., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory attempted to start link negotiation after the Apple device sent an unrecognized byte sequence
LinkLayer, LinkPacketSequenceNumberDuplicatediAP2, Fire an error if the accessory sent a duplicated packet sequence number., CurrentAISpecFileReference, 5.4, NO, NO, NO, Error, accessory sent a Packet Sequence Number (%1$llu) that has previously been used
LinkLayer, LinkPacketiAP1CommunicationNotInitiatediAP2, Fire an error if the accessory did not send an iAP1 StartIDPS or lack of compatibility packet withi 500ms when the Apple Device does not support iAP2., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not send an StartIDPS or an incompatibility packet within 500 ms of receiving confirmation that the Apple device supports iAP1
LinkLayer, LinkPacketiAP2DetectSequenceNotSentiAP2, Fire an error if the first byte sequence sent by the accessory is not the iAP2 support byte sequence., CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, accessory did not send the iAP2 detect sequence
DeviceNotifications, DeviceNotificationsOptionalMessagesNotSeenCAiAP2, Fire an error if optional but supported messages are not seen during the Device Notifications test, CurrentAISpecFileReference, 5.0, NO, NO, NO, Error, did not see supported message%2$@ %1$@ while testing the %3$@ feature
MessageBasediAP2, AppleDeviceMessageContainsUnknownParametersiAP2, Fire an info message if an Apple device sourced message contains an unknown parameter_ notifying developers that they should not rely on that parameter, CurrentAISpecFileReference, 3.4, NO, NO, NO, Information, message contains deprecated %@ %@_ which the accessory must ignore
MessageBasediAP2, IdentificationInformationFirmwareVersionEmptyiAP2, Fire an error if the FirmwareVersion parameter in IdentificationInformation is empty, CurrentAISpecFileReference, 3.0, NO, NO, NO, Error, the FirmwareVersion parameter in IdentificationInformation cannot be empty
